StoreNumber,Quantity,PLU,Id,date
46673,1,121000012,13,2015/5/27
4904,1,221000137,364,2015/5/27
46673,1,311000100,277,2015/5/27
20974,1,112000012,14,2015/5/27
46673,2,321000101,276,2015/5/27
12631,1,212000126,280,2015/5/27
12631,1,121000004,2,2015/5/27
12631,1,121000006,75,2015/5/27
4904,1,311000100,277,2015/5/27
12631,1,221000133,279,2015/5/27
46673,1,121000006,75,2015/5/27
12631,1,311000100,277,2015/5/27
46673,1,212000126,280,2015/5/27
20974,1,212000126,280,2015/5/27
4904,1,311000100,277,2015/5/27
4904,1,311000100,277,2015/5/27
4904,1,111000006,74,2015/5/27
4904,1,111000012,12,2015/5/27
46673,2,215000145,281,2015/5/27
4904,1,121000006,75,2015/5/27
12631,1,131000012,16,2015/5/27
4904,1,111000011,18,2015/5/27
20974,1,111000002,69,2015/5/27
46673,1,212000126,280,2015/5/27
20974,1,311000100,277,2015/5/27
46673,1,212000126,280,2015/5/27
46673,1,212000126,280,2015/5/27
4904,1,111000004,1,2015/5/27
12631,2,321000101,276,2015/5/27
20974,1,121000004,2,2015/5/27
4904,2,173000062,958,2015/5/27
4904,1,111000027,96,2015/5/27
46673,1,212000126,280,2015/5/27
46673,1,311000100,277,2015/5/27
46673,1,121000008,8,2015/5/27
20974,1,111000002,69,2015/5/27
12631,1,111000018,33,2015/5/27
12631,1,311000100,277,2015/5/27
46673,1,231000321,1515,2015/5/27
4904,1,212000126,280,2015/5/27
20974,1,121000776,10039,2015/5/27
46673,1,121000006,75,2015/5/27
4904,1,212000126,280,2015/5/27
12631,2,321000101,276,2015/5/27
20974,1,311000100,277,2015/5/27
20974,1,215000145,281,2015/5/27
46673,1,221000133,279,2015/5/27
20974,1,121000001,91,2015/5/27
12631,1,212000126,280,2015/5/27
4904,1,311000100,277,2015/5/27
12631,1,311000100,277,2015/5/27
46673,3,311000100,277,2015/5/27
46673,1,321000177,340,2015/5/27
4904,1,121000010,81,2015/5/27
46673,1,111000007,23,2015/5/27
46673,1,311000100,277,2015/5/27
46673,1,311000100,277,2015/5/27
20974,1,111000012,12,2015/5/27
4904,1,123000033,552,2015/5/27
46673,1,212000126,280,2015/5/27
20974,1,311000100,277,2015/5/27
4904,1,121000010,81,2015/5/27
12631,1,111000050,85,2015/5/27
4904,2,321000101,276,2015/5/27
4904,1,311000100,277,2015/5/27
12631,1,111000731,7038,2015/5/27
20974,1,221000133,279,2015/5/27
46673,1,311000100,277,2015/5/27
20974,1,111000044,101,2015/5/27
12631,1,221000133,279,2015/5/27
4904,1,121000001,91,2015/5/27
4904,1,111000003,58,2015/5/27
12631,2,321000101,276,2015/5/27
4904,1,311000100,277,2015/5/27
46673,1,111000002,69,2015/5/27
4904,1,321000101,276,2015/5/27
20974,1,221000133,279,2015/5/27
4904,1,174000037,1247,2015/5/27
12631,1,215000145,281,2015/5/27
4904,1,121000008,8,2015/5/27
20974,1,311000100,277,2015/5/27
46673,1,311000100,277,2015/5/27
12631,1,174000062,438,2015/5/27
20974,1,311000100,277,2015/5/27
12631,1,111000006,74,2015/5/27
46673,1,111000054,152,2015/5/27
46673,1,121000010,81,2015/5/27
4904,1,111000003,58,2015/5/27
20974,1,221000133,279,2015/5/27
12631,1,121000044,102,2015/5/27
20974,1,111000010,80,2015/5/27
12631,1,111000010,80,2015/5/27
20974,1,175000753,10065,2015/5/27
20974,2,121000012,13,2015/5/27
20974,1,121000021,39,2015/5/27
20974,1,111000011,18,2015/5/27
4904,1,212000126,280,2015/5/27
4904,1,321000177,340,2015/5/27
20974,1,311000100,277,2015/5/27
12631,1,221000133,279,2015/5/27
12631,1,111000012,12,2015/5/27
4904,1,212000126,280,2015/5/27
46673,2,321000101,276,2015/5/27
4904,1,212000126,280,2015/5/27
20974,1,215000145,281,2015/5/27
4904,1,121000012,13,2015/5/27
12631,2,175000062,564,2015/5/27
46673,1,311000100,277,2015/5/27
12631,1,221000133,279,2015/5/27
4904,3,311000100,277,2015/5/27
20974,1,174000062,438,2015/5/27
12631,1,131000256,1229,2015/5/27
46673,1,311000100,277,2015/5/27
46673,1,212000126,280,2015/5/27
4904,1,175000037,456,2015/5/27
12631,1,311000100,277,2015/5/27
46673,1,212000126,280,2015/5/27
12631,2,321000101,276,2015/5/27
20974,1,111000003,58,2015/5/27
12631,1,221000136,916,2015/5/27
12631,1,311000100,277,2015/5/27
20974,1,221000134,365,2015/5/27
46673,1,124000030,214,2015/5/27
12631,1,221000134,365,2015/5/27
4904,1,215000145,281,2015/5/27
12631,1,221000135,278,2015/5/27
20974,2,221000133,279,2015/5/27
4904,1,111000006,74,2015/5/27
20974,1,175000037,456,2015/5/27
4904,1,121000012,13,2015/5/27
4904,1,111000026,142,2015/5/27
4904,1,111000008,7,2015/5/27
46673,1,212000126,280,2015/5/27
46673,1,111000010,80,2015/5/27
20974,1,212000126,280,2015/5/27
12631,1,212000126,280,2015/5/27
12631,1,121000008,8,2015/5/27
20974,1,215000145,281,2015/5/27
4904,1,111000050,85,2015/5/27
12631,1,111000018,33,2015/5/27
12631,1,111000010,80,2015/5/27
12631,1,111000050,85,2015/5/27
4904,1,111000001,90,2015/5/27
4904,1,111000731,7038,2015/5/27
4904,1,131000001,94,2015/5/27
20974,1,221000133,279,2015/5/27
4904,1,172000012,578,2015/5/27
20974,1,311000100,277,2015/5/27
4904,1,121000006,75,2015/5/27
46673,1,311000100,277,2015/5/27
4904,1,311000100,277,2015/5/27
20974,1,212000126,280,2015/5/27
20974,1,212000126,280,2015/5/27
20974,1,171000004,579,2015/5/27
46673,1,212000126,280,2015/5/27
46673,1,121000018,34,2015/5/27
12631,1,212000126,280,2015/5/27
20974,1,121000044,102,2015/5/27
46673,1,175000036,907,2015/5/27
20974,1,111000012,12,2015/5/27
12631,1,311000100,277,2015/5/27
4904,1,212000126,280,2015/5/27
4904,1,121000005,44,2015/5/27
4904,1,111000003,58,2015/5/27
20974,1,111000021,38,2015/5/27
4904,1,311000100,277,2015/5/27
46673,1,131000256,1229,2015/5/27
46673,1,212000126,280,2015/5/27
4904,1,311000100,277,2015/5/27
46673,1,311000100,277,2015/5/27
46673,1,311000100,277,2015/5/27
12631,1,212000126,280,2015/5/27
4904,1,212000126,280,2015/5/27
20974,2,321000101,276,2015/5/27
4904,1,121000010,81,2015/5/27
12631,1,174000037,1247,2015/5/27
4904,1,111000001,90,2015/5/27
12631,2,321000101,276,2015/5/27
4904,1,212000126,280,2015/5/27
12631,1,111000010,80,2015/5/27
46673,1,311000100,277,2015/5/27
4904,1,121000021,39,2015/5/27
12631,2,111000018,33,2015/5/27
4904,1,121000008,8,2015/5/27
12631,1,121000044,102,2015/5/27
4904,1,212000126,280,2015/5/27
46673,1,121000008,8,2015/5/27
20974,1,111000010,80,2015/5/27
20974,1,215000145,281,2015/5/27
20974,1,216000146,319,2015/5/27
4904,1,121000006,75,2015/5/27
46673,1,111000054,152,2015/5/27
46673,2,321000101,276,2015/5/27
46673,1,111000054,152,2015/5/27
12631,1,121000776,10039,2015/5/27
20974,1,171000050,589,2015/5/27
4904,1,221000133,279,2015/5/27
46673,1,111000006,74,2015/5/27
46673,1,123000030,212,2015/5/27
46673,1,121000001,91,2015/5/27
12631,1,111000010,80,2015/5/27
12631,1,131000256,1229,2015/5/27
46673,1,212000126,280,2015/5/27
4904,1,174000036,906,2015/5/27
12631,1,121000050,86,2015/5/27
4904,1,121000006,75,2015/5/27
20974,1,221000133,279,2015/5/27
20974,1,221000133,279,2015/5/27
4904,1,311000100,277,2015/5/27
46673,1,221000133,279,2015/5/27
20974,1,221000133,279,2015/5/27
46673,1,212000126,280,2015/5/27
12631,1,111000003,58,2015/5/27
12631,1,121000010,81,2015/5/27
46673,1,311000100,277,2015/5/27
12631,1,111000012,12,2015/5/27
20974,1,174000037,1247,2015/5/27
20974,1,212000126,280,2015/5/27
20974,1,175000036,907,2015/5/27
4904,2,321000101,276,2015/5/27
4904,1,311000100,277,2015/5/27
4904,1,212000126,280,2015/5/27
20974,1,121000012,13,2015/5/27
4904,1,111000731,7038,2015/5/27
12631,1,311000100,277,2015/5/27
20974,3,221000133,279,2015/5/27
20974,1,121000073,107,2015/5/27
20974,1,321000177,340,2015/5/27
20974,1,311000100,277,2015/5/27
4904,1,111000018,33,2015/5/27
20974,1,111000050,85,2015/5/27
46673,1,212000126,280,2015/5/27
46673,1,212000126,280,2015/5/27
20974,1,215000145,281,2015/5/27
4904,1,111000005,43,2015/5/27
12631,1,221000133,279,2015/5/27
4904,1,121000006,75,2015/5/27
46673,1,311000100,277,2015/5/27
12631,1,111000044,101,2015/5/27
46673,1,221000133,279,2015/5/27
20974,1,111000008,7,2015/5/27
12631,1,111000005,43,2015/5/27
20974,2,321000101,276,2015/5/27
12631,1,111000002,69,2015/5/27
46673,1,121000003,59,2015/5/27
4904,1,121000015,54,2015/5/27
20974,1,111000012,12,2015/5/27
4904,2,173000062,958,2015/5/27
4904,1,112000004,3,2015/5/27
4904,1,111000012,12,2015/5/27
20974,1,221000134,365,2015/5/27
46673,1,121000003,59,2015/5/27
12631,1,111000776,10037,2015/5/27
4904,1,111000002,69,2015/5/27
20974,1,111000005,43,2015/5/27
4904,1,311000100,277,2015/5/27
4904,1,311000100,277,2015/5/27
4904,1,111000010,80,2015/5/27
4904,1,221000134,365,2015/5/27
12631,1,131000776,10041,2015/5/27
4904,1,411000216,927,2015/5/27
12631,1,212000126,280,2015/5/27
4904,1,212000126,280,2015/5/27
12631,1,221000133,279,2015/5/27
12631,1,212000126,280,2015/5/27
46673,1,131000256,1229,2015/5/27
4904,1,174000062,438,2015/5/27
12631,1,212000126,280,2015/5/27
12631,1,221000134,365,2015/5/27
12631,1,212000126,280,2015/5/27
46673,1,212000126,280,2015/5/27
4904,1,121000004,2,2015/5/27
4904,2,173000062,958,2015/5/27
4904,1,321000177,340,2015/5/27
4904,1,212000126,280,2015/5/27
12631,1,111000021,38,2015/5/27
46673,1,212000126,280,2015/5/27
20974,1,221000133,279,2015/5/27
46673,1,311000100,277,2015/5/27
20974,1,172000010,592,2015/5/27
46673,1,121000008,8,2015/5/27
4904,1,111000001,90,2015/5/27
20974,1,111000731,7038,2015/5/27
4904,1,111000014,63,2015/5/27
4904,1,174000037,1247,2015/5/27
20974,1,111000002,69,2015/5/27
4904,1,121000019,207,2015/5/27
20974,1,311000100,277,2015/5/27
4904,1,311000100,277,2015/5/27
46673,1,212000126,280,2015/5/27
12631,1,311000100,277,2015/5/27
20974,1,221000134,365,2015/5/27
20974,1,111000006,74,2015/5/27
12631,1,111000011,18,2015/5/27
20974,1,215000145,281,2015/5/27
20974,1,111000012,12,2015/5/27
46673,1,311000100,277,2015/5/27
20974,1,111000002,69,2015/5/27
12631,1,111000776,10037,2015/5/27
12631,1,131000018,37,2015/5/27
12631,1,111000017,48,2015/5/27
4904,1,216000146,319,2015/5/27
46673,1,121000010,81,2015/5/27
12631,1,311000100,277,2015/5/27
4904,1,212000126,280,2015/5/27
4904,1,111000021,38,2015/5/27
4904,1,121000017,49,2015/5/27
4904,1,311000100,277,2015/5/27
12631,1,411000218,929,2015/5/27
46673,1,111000050,85,2015/5/27
20974,1,221000133,279,2015/5/27
12631,1,216000146,319,2015/5/27
20974,1,311000100,277,2015/5/27
46673,3,174000062,438,2015/5/27
4904,1,321000177,340,2015/5/27
12631,1,221000136,916,2015/5/27
12631,1,121000018,34,2015/5/27
4904,1,121000019,207,2015/5/27
4904,1,111000003,58,2015/5/27
4904,1,111000006,74,2015/5/27
4904,1,121000006,75,2015/5/27
20974,1,121000006,75,2015/5/27
12631,1,175000036,907,2015/5/27
46673,1,121000021,39,2015/5/27
12631,1,311000100,277,2015/5/27
4904,1,311000100,277,2015/5/27
20974,1,311000100,277,2015/5/27
4904,1,311000100,277,2015/5/27
4904,1,212000126,280,2015/5/27
12631,1,171000004,579,2015/5/27
12631,1,111000021,38,2015/5/27
12631,2,131000256,1229,2015/5/27
20974,2,173000753,10063,2015/5/27
4904,1,212000126,280,2015/5/27
20974,1,121000002,70,2015/5/27
12631,2,321000101,276,2015/5/27
12631,1,111000002,69,2015/5/27
12631,1,121000010,81,2015/5/27
4904,1,111000004,1,2015/5/27
4904,2,111000017,48,2015/5/27
4904,1,121000018,34,2015/5/27
4904,1,111000012,12,2015/5/27
12631,1,121000010,81,2015/5/27
4904,1,111000006,74,2015/5/27
46673,1,111000012,12,2015/5/27
20974,1,175000037,456,2015/5/27
4904,1,121000003,59,2015/5/27
20974,1,311000100,277,2015/5/27
12631,1,175000062,564,2015/5/27
4904,1,212000126,280,2015/5/27
20974,1,111000012,12,2015/5/27
4904,2,321000101,276,2015/5/27
20974,1,174000037,1247,2015/5/27
20974,1,111000018,33,2015/5/27
4904,1,121000050,86,2015/5/27
12631,1,215000145,281,2015/5/27
4904,1,111000018,33,2015/5/27
20974,1,121000001,91,2015/5/27
20974,1,311000100,277,2015/5/27
12631,1,121000003,59,2015/5/27
46673,1,111000012,12,2015/5/27
20974,1,111000010,80,2015/5/27
46673,3,121000003,59,2015/5/27
12631,1,111000006,74,2015/5/27
4904,1,112000010,82,2015/5/27
4904,1,221000137,364,2015/5/27
46673,1,121000004,2,2015/5/27
12631,1,111000018,33,2015/5/27
46673,1,321000101,276,2015/5/27
46673,1,311000100,277,2015/5/27
20974,6,321000101,276,2015/5/27
4904,1,121000731,7040,2015/5/27
4904,1,311000100,277,2015/5/27
46673,1,216000146,319,2015/5/27
4904,1,212000126,280,2015/5/27
4904,1,121000008,8,2015/5/27
4904,1,111000018,33,2015/5/27
4904,1,321000177,340,2015/5/27
12631,1,111000044,101,2015/5/27
4904,2,321000177,340,2015/5/27
4904,1,311000100,277,2015/5/27
46673,1,121000003,59,2015/5/27
12631,1,111000050,85,2015/5/27
4904,1,311000100,277,2015/5/27
20974,1,212000126,280,2015/5/27
4904,1,321000101,276,2015/5/27
20974,1,212000126,280,2015/5/27
20974,1,174000062,438,2015/5/27
12631,1,321000177,340,2015/5/27
12631,1,121000018,34,2015/5/27
20974,1,215000145,281,2015/5/27
20974,1,111000003,58,2015/5/27
20974,1,311000100,277,2015/5/27
12631,1,131000256,1229,2015/5/27
20974,1,111000050,85,2015/5/27
12631,1,231000321,1515,2015/5/27
4904,1,121000006,75,2015/5/27
4904,1,221000137,364,2015/5/27
4904,1,212000126,280,2015/5/27
12631,1,121000008,8,2015/5/27
4904,1,311000100,277,2015/5/27
12631,1,174000062,438,2015/5/27
4904,2,173000062,958,2015/5/27
46673,1,311000100,277,2015/5/27
4904,1,212000126,280,2015/5/27
46673,1,111000006,74,2015/5/27
46673,2,212000126,280,2015/5/27
20974,1,111000005,43,2015/5/27
4904,1,221000134,365,2015/5/27
4904,1,212000126,280,2015/5/27
4904,1,111000010,80,2015/5/27
12631,1,221000133,279,2015/5/27
12631,1,221000135,278,2015/5/27
46673,1,111000731,7038,2015/5/27
20974,1,111000776,10037,2015/5/27
20974,1,111000006,74,2015/5/27
12631,1,121000014,64,2015/5/27
4904,1,121000044,102,2015/5/27
12631,1,121000001,91,2015/5/27
12631,1,212000126,280,2015/5/27
12631,1,212000126,280,2015/5/27
20974,1,111000021,38,2015/5/27
46673,1,221000133,279,2015/5/27
20974,1,121000004,2,2015/5/27
12631,1,221000133,279,2015/5/27
12631,1,212000126,280,2015/5/27
46673,1,321000177,340,2015/5/27
20974,1,212000126,280,2015/5/27
4904,1,311000100,277,2015/5/27
20974,1,121000012,13,2015/5/27
4904,1,212000126,280,2015/5/27
4904,1,311000100,277,2015/5/27
12631,1,221000134,365,2015/5/27
20974,1,311000100,277,2015/5/27
4904,1,121000050,86,2015/5/27
46673,3,212000126,280,2015/5/27
4904,1,121000021,39,2015/5/27
4904,1,121000006,75,2015/5/27
4904,1,311000100,277,2015/5/27
20974,1,212000126,280,2015/5/27
12631,1,231000321,1515,2015/5/27
4904,1,111000012,12,2015/5/27
46673,1,221000133,279,2015/5/27
4904,2,321000101,276,2015/5/27
46673,1,311000100,277,2015/5/27
4904,1,321000101,276,2015/5/27
20974,2,321000101,276,2015/5/27
46673,1,311000100,277,2015/5/27
46673,1,113000030,211,2015/5/27
46673,2,212000126,280,2015/5/27
4904,1,121000012,13,2015/5/27
12631,1,111000010,80,2015/5/27
20974,1,311000100,277,2015/5/27
20974,1,111000008,7,2015/5/27
4904,1,111000008,7,2015/5/27
12631,1,111000018,33,2015/5/27
46673,1,321000101,276,2015/5/27
4904,1,311000100,277,2015/5/27
20974,1,172000012,578,2015/5/27
12631,1,111000012,12,2015/5/27
12631,1,111000002,69,2015/5/27
12631,1,121000005,44,2015/5/27
4904,1,121000008,8,2015/5/27
12631,1,212000126,280,2015/5/27
12631,1,121000006,75,2015/5/27
4904,1,212000126,280,2015/5/27
12631,1,212000126,280,2015/5/27
20974,2,111000011,18,2015/5/27
46673,1,311000100,277,2015/5/27
12631,1,111000010,80,2015/5/27
4904,1,221000134,365,2015/5/27
20974,1,175000038,1233,2015/5/27
46673,2,321000101,276,2015/5/27
4904,1,221000134,365,2015/5/27
20974,1,111000776,10037,2015/5/27
46673,1,111000054,152,2015/5/27
20974,1,174000062,438,2015/5/27
20974,1,311000100,277,2015/5/27
4904,1,111000002,69,2015/5/27
12631,1,172000018,594,2015/5/27
20974,2,221000137,364,2015/5/27
12631,4,173000753,10063,2015/5/27
20974,1,311000100,277,2015/5/27
20974,1,111000001,90,2015/5/27
4904,1,111000010,80,2015/5/27
20974,1,212000126,280,2015/5/27
4904,1,121000054,153,2015/5/27
4904,1,212000126,280,2015/5/27
20974,1,111000003,58,2015/5/27
12631,1,311000100,277,2015/5/27
46673,1,111000011,18,2015/5/27
12631,1,311000100,277,2015/5/27
4904,1,311000100,277,2015/5/27
12631,1,131000256,1229,2015/5/27
4904,1,121000003,59,2015/5/27
46673,1,121000018,34,2015/5/27
4904,1,311000100,277,2015/5/27
12631,1,111000012,12,2015/5/27
46673,2,321000101,276,2015/5/27
46673,1,212000126,280,2015/5/27
46673,1,212000126,280,2015/5/27
12631,1,111000050,85,2015/5/27
4904,2,321000101,276,2015/5/27
46673,1,111000002,69,2015/5/27
46673,1,121000001,91,2015/5/27
4904,1,121000008,8,2015/5/27
4904,1,121000012,13,2015/5/27
4904,1,121000014,64,2015/5/27
20974,2,221000133,279,2015/5/27
12631,1,111000027,96,2015/5/27
46673,1,121000006,75,2015/5/27
12631,1,171000044,597,2015/5/27
20974,1,111000006,74,2015/5/27
12631,1,221000133,279,2015/5/27
20974,2,311000100,277,2015/5/27
46673,1,212000126,280,2015/5/27
4904,1,311000100,277,2015/5/27
20974,2,111000018,33,2015/5/27
4904,1,112000012,14,2015/5/27
4904,1,131000012,16,2015/5/27
20974,1,121000008,8,2015/5/27
12631,1,111000018,33,2015/5/27
4904,1,111000008,7,2015/5/27
4904,1,121000004,2,2015/5/27
12631,1,111000776,10037,2015/5/27
4904,1,311000100,277,2015/5/27
20974,1,212000126,280,2015/5/27
4904,1,111000008,7,2015/5/27
12631,1,111000001,90,2015/5/27
46673,1,121000012,13,2015/5/27
20974,1,212000126,280,2015/5/27
12631,1,172000004,580,2015/5/27
20974,1,311000100,277,2015/5/27
4904,1,121000012,13,2015/5/27
12631,1,221000134,365,2015/5/27
20974,1,173000753,10063,2015/5/27
4904,1,311000100,277,2015/5/27
12631,1,111000018,33,2015/5/27
4904,2,221000134,365,2015/5/27
12631,1,121000012,13,2015/5/27
4904,1,111000006,74,2015/5/27
46673,1,111000002,69,2015/5/27
4904,1,111000008,7,2015/5/27
46673,1,311000100,277,2015/5/27
12631,1,321000101,276,2015/5/27
4904,1,311000100,277,2015/5/27
4904,1,121000006,75,2015/5/27
12631,1,321000177,340,2015/5/27
20974,1,221000133,279,2015/5/27
12631,1,121000018,34,2015/5/27
20974,1,321000177,340,2015/5/27
20974,1,175000037,456,2015/5/27
4904,1,311000100,277,2015/5/27
20974,1,221000133,279,2015/5/27
46673,1,212000126,280,2015/5/27
12631,1,221000133,279,2015/5/27
12631,1,121000050,86,2015/5/27
46673,1,216000146,319,2015/5/27
4904,1,121000018,34,2015/5/27
20974,1,111000008,7,2015/5/27
20974,2,321000101,276,2015/5/27
4904,1,174000036,906,2015/5/27
20974,1,311000100,277,2015/5/27
20974,1,221000133,279,2015/5/27
20974,1,311000100,277,2015/5/27
20974,1,175000038,1233,2015/5/27
20974,1,174000062,438,2015/5/27
20974,1,111000005,43,2015/5/27
46673,1,321000177,340,2015/5/27
4904,1,111000003,58,2015/5/27
12631,1,311000100,277,2015/5/27
12631,1,121000776,10039,2015/5/27
12631,2,221000134,365,2015/5/27
12631,1,221000133,279,2015/5/27
46673,1,212000126,280,2015/5/27
4904,1,212000126,280,2015/5/27
4904,1,111000006,74,2015/5/27
4904,1,111000006,74,2015/5/27
12631,1,111000010,80,2015/5/27
4904,1,111000004,1,2015/5/27
20974,1,121000008,8,2015/5/27
4904,1,111000012,12,2015/5/27
12631,1,121000018,34,2015/5/27
12631,1,331000287,1468,2015/5/27
4904,2,173000062,958,2015/5/27
4904,2,111000006,74,2015/5/27
46673,1,114000031,229,2015/5/27
4904,1,111000003,58,2015/5/27
4904,1,111000002,69,2015/5/27
46673,1,111000002,69,2015/5/27
4904,1,311000100,277,2015/5/27
12631,1,111000012,12,2015/5/27
20974,1,131000006,78,2015/5/27
12631,1,111000003,58,2015/5/27
20974,1,121000012,13,2015/5/27
20974,1,221000133,279,2015/5/27
46673,1,311000100,277,2015/5/27
20974,1,111000002,69,2015/5/27
46673,1,121000004,2,2015/5/27
4904,1,311000100,277,2015/5/27
12631,2,321000101,276,2015/5/27
46673,1,311000100,277,2015/5/27
20974,1,111000731,7038,2015/5/27
4904,1,111000010,80,2015/5/27
46673,1,121000012,13,2015/5/27
20974,2,311000100,277,2015/5/27
46673,1,121000002,70,2015/5/27
12631,1,111000006,74,2015/5/27
4904,1,111000019,206,2015/5/27
46673,1,311000100,277,2015/5/27
20974,1,221000133,279,2015/5/27
4904,1,111000005,43,2015/5/27
4904,1,212000126,280,2015/5/27
4904,1,111000012,12,2015/5/27
20974,1,121000012,13,2015/5/27
4904,1,212000126,280,2015/5/27
4904,1,311000100,277,2015/5/27
12631,1,111000017,48,2015/5/27
4904,1,111000012,12,2015/5/27
46673,1,212000126,280,2015/5/27
12631,1,175000062,564,2015/5/27
20974,1,111000018,33,2015/5/27
20974,1,111000003,58,2015/5/27
46673,1,111000008,7,2015/5/27
46673,1,212000126,280,2015/5/27
12631,1,111000018,33,2015/5/27
4904,1,174000037,1247,2015/5/27
4904,1,321000177,340,2015/5/27
4904,1,311000100,277,2015/5/27
12631,1,111000010,80,2015/5/27
20974,1,311000100,277,2015/5/27
4904,1,221000134,365,2015/5/27
12631,1,321000101,276,2015/5/27
4904,1,221000134,365,2015/5/27
12631,1,215000145,281,2015/5/27
4904,1,111000002,69,2015/5/27
46673,1,311000100,277,2015/5/27
20974,1,111000006,74,2015/5/27
20974,1,221000133,279,2015/5/27
12631,1,121000012,13,2015/5/27
20974,1,121000012,13,2015/5/27
46673,1,311000100,277,2015/5/27
46673,1,111000008,7,2015/5/27
20974,1,111000001,90,2015/5/27
20974,2,121000012,13,2015/5/27
4904,1,212000126,280,2015/5/27
20974,1,111000006,74,2015/5/27
20974,1,111000012,12,2015/5/27
20974,1,215000145,281,2015/5/27
12631,1,111000044,101,2015/5/27
46673,1,212000126,280,2015/5/27
12631,1,212000126,280,2015/5/27
4904,1,212000126,280,2015/5/27
4904,1,111000008,7,2015/5/27
46673,1,111000007,23,2015/5/27
20974,1,121000006,75,2015/5/27
12631,2,174000038,1232,2015/5/27
20974,1,131000010,84,2015/5/27
20974,1,311000100,277,2015/5/27
46673,1,111000017,48,2015/5/27
46673,1,111000002,69,2015/5/27
12631,2,321000101,276,2015/5/27
12631,1,111000004,1,2015/5/27
20974,1,121000012,13,2015/5/27
4904,1,311000100,277,2015/5/27
